Artikel-ID, ,Produktname-im-Laden,Hauptkategorie,Unterkategorien,Produktname-beim-Lieferanten,Lieferant,Produzent,Produzenten Webseite,Volumen,Hauptrohstoff Herkunft,Herkunftsort,Zertifizierung,Artikel Nr.,Artikel-Nr Neu,Mehrwertsteuer,EP netto,zusätzliche Tarife,VP netto,102.50%,Ladenpreis neu,Ladenpreis alt,Differenz,Verfallsdatum,Letzter Export in den Webshop,Webshop Produktname,Im Webshop anzeigen,quartierdepot-bild-0,Bilder,Kurzbeschreibung,Coop,Differenz,%,Farmy,Differenz,%,,KW51,KW2,KW3,KW4,KW5,KW6,KW7,KW8,KW9,KW10,KW11,KW12,KW13,KW14,KW15,KW16,KW17,KW 18,KW19,KW20,KW21,KW22,KW23,KW23-Rea,KW24,KW25,KW26,KW 27,KW28,KW29,KW30,,Gesamt Bestellmenge,Lager vom Web,Lager Neuer Import,Schwellenwert,Manage stock?,Items sold 4.5.,Stock effektiv,Stock theor,Diff eff vs theo,Summe
M10,,Tortillachips Blue Corn,02-Erstes Abteil,Chips & Snacks,Bio Tortillachips Blue Corn,Biopartner,MiAdelita,www.miadelita.ch/,150g,,der Schweiz,Knospe,227180,Biopartner 227180,Mwst. reduzierter Satz,3.10,,3.41,3.50,3.50,3.60,-0.10,,19.6.2163,M10 Tortillachips Blue Corn,visible,quartier-produkt-144,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-144.png,Tortillachips Blue Corn wird von MiAdelita produziert und von Biopartner geliefert. Es kommt aus der Schweiz und trägt Knospe Zertifizierung,3.70,-0.20,94%,4.50,-1.00,78%,,5,,,,,20,,,,,,,,,20,,,,,,10,,,,,,,,,10,10,,75,5,5,6,yes,33,8,42,-34,-118.84
M11,,Nature Chips Kristallsalz,02-Erstes Abteil,Chips & Snacks,Chips Alpensalz,Biopartner,Lisa's Chips,www.lisaschips.de/,110g,,der Schweiz,EU-Bio,226952,Biopartner 226952,Mwst. reduzierter Satz,2.51,,2.76,2.83,2.83,2.95,-0.12,9.4.2020,19.6.2164,M11 Nature Chips Kristallsalz,visible,quartier-produkt-145,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-145.png,Nature Chips Kristallsalz wird von Lisa's Chips produziert und von Biopartner geliefert. Es kommt aus der Schweiz und trägt EU-Bio Zertifizierung,3.40,-0.57,83%,4.35,-1.52,65%,,10,,,,,12,,,,,,,24,,,,,,,,12,,,,,,,,12,,,,70,2,14,6,yes,38,3,32,-29,-82.07
M20,,Sonnenblumenkerne,02-Erstes Abteil,Kernen,Sonnenblumenkerne Europa,Mahler & Co,Mahler & Co,www.mahlerundco.ch/,Beutel 200g,,Europa,Knospe,MM_0409,Mahler & Co MM_0409,Mwst. reduzierter Satz,2.10,,2.31,2.37,2.37,2.45,-0.08,30/11/2020,19.6.2165,M20 Sonnenblumenkerne,visible,quartier-produkt-146,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-146.png,Sonnenblumenkerne wird von Mahler & Co produziert und von Mahler & Co geliefert. Es kommt aus Europa und trägt Knospe Zertifizierung,1.30,1.07,182%,,,,,10,,,,,,,,,,,,,,,,,,,,5,,,,,10,,,,,,,25,3,3,5,yes,10,0,15,-15,-35.52
M21,,Pinienkerne ,02-Erstes Abteil,Kernen,Pinienkerne,Mahler & Co,Mahler & Co,www.mahlerundco.ch/,Beutel 100g,,Italien,"Knospe, Fairtrade, Klimafreundlich",MM_0414,Mahler & Co MM_0414,Mwst. reduzierter Satz,8.77,,9.65,9.89,9.89,10.15,-0.26,31/07/2020,19.6.2166,M21 Pinienkerne ,visible,quartier-produkt-147,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-147.png,"Pinienkerne  wird von Mahler & Co produziert und von Mahler & Co geliefert. Es kommt aus Italien und trägt Knospe, Fairtrade, Klimafreundlich Zertifizierung",8.95,0.94,110%,,,,,10,,,,,,,,,,,,,,,,,,,,5,,,,,10,,,,,,,25,2,2,5,yes,7,2,18,-16,-158.21
M22,,Oliven Grün,02-Erstes Abteil,Antipasti,Olive verdi di Salamoia (Lake),Biopartner,Terra Verde,www.terra-verde.ch/,175g,,Italien,EU-Bio,101.002.00,Biopartner 101.002.00,Mwst. reduzierter Satz,3.30,,3.63,3.72,3.72,3.50,0.22,30/09/2021,19.6.2167,M22 Oliven Grün,visible,quartier-produkt-148,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-148.png,Oliven Grün wird von Terra Verde produziert und von Biopartner geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,3.50,0.22,106%,,,,,12,,,,,,,,,,,6,,,,,12,,,,,,,,,,,,,,,,30,12,12,6,yes,15,16,15,1,3.72
M23,,Gemischte Oliven,02-Erstes Abteil,Antipasti,Olive miste,Terra Verde ,Terra Verde,www.terra-verde.ch/,170g,,Italien,EU-Bio,119.002.00,Terra Verde  119.002.00,Mwst. reduzierter Satz,4.38,,4.82,4.94,4.94,5.10,-0.16,12.6.2022,19.6.2168,M23 Gemischte Oliven,visible,quartier-produkt-149,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-149.png,Gemischte Oliven wird von Terra Verde produziert und von Terra Verde  geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,3.50,1.44,141%,6.50,-1.56,76%,,12,,,,,,,,,6,,12,,,,,,,,12,,,,,,,,,,,,,42,11,11,6,yes,12,17,30,-13,-64.20
M24,,Kapern,02-Erstes Abteil,Antipasti,Kapern,Biopartner,Bioverde,,180g,,Deutschland,EU-Bio,,Biopartner ,Mwst. reduzierter Satz,3.16,,3.48,3.56,3.56,3.25,0.31,14/06/2022,19.6.2169,M24 Kapern,visible,quartier-produkt-150,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-150.png,Kapern wird von Bioverde produziert und von Biopartner geliefert. Es kommt aus Deutschland und trägt EU-Bio Zertifizierung,2.50,1.06,143%,,,,,14,,,,,,,,,,,,12,,,,,,,,,,,,,,9,,,,,,35,12,12,6,yes,15,5,20,-15,-53.44
M25,,Olivenpaste grün,02-Erstes Abteil,Antipasti,Olivenpaste grün,Biopartner,Mani,,180g,,Griechenland,EU-Bio,379489,Biopartner 379489,Mwst. reduzierter Satz,4.86,,5.35,5.48,5.48,,,,19.6.2170,M25 Olivenpaste grün,visible,quartier-produkt-151,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-151.png,Olivenpaste grün wird von Mani produziert und von Biopartner geliefert. Es kommt aus Griechenland und trägt EU-Bio Zertifizierung,2.50,2.98,219%,,,,,,,,,,,,,,,,,12,,,,,,,,,,6,,,,,,,,,,18,9,9,4,yes,6,6,12,-6,-32.88
M26,,Kernenmischung,02-Erstes Abteil,Kernen,Kernenmischung,Biopartner,Vanadis,,400g,,Österreich,Demeter,194035,Biopartner 194035,Mwst. reduzierter Satz,4.75,,5.23,5.36,5.36,,,,19.6.2171,M26 Kernenmischung,visible,quartier-produkt-152,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-152.png,Kernenmischung wird von Vanadis produziert und von Biopartner geliefert. Es kommt aus Österreich und trägt Demeter Zertifizierung,2.50,2.86,214%,,,,,,,,,,,,,,,,,12,,,,,,,,12,,,,,,,,,,,,24,14,14,6,yes,8,4,16,-12,-64.27
M30,,Mandeln braun geröst/gesalz.,02-Erstes Abteil,Chips & Snacks,Mandeln braun geröst/gesalz.,Picobio,GeNüssli (AG),,Beutel 100g,,der Schweiz,CH-Bio,87412,Picobio 87412,Mwst. reduzierter Satz,4.35,,4.79,4.90,4.90,5.05,-0.15,28/02/2020,19.6.2172,M30 Mandeln braun geröst/gesalz.,visible,quartier-produkt-153,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-153.png,Mandeln braun geröst/gesalz. wird von GeNüssli (AG) produziert und von Picobio geliefert. Es kommt aus der Schweiz und trägt CH-Bio Zertifizierung,1.75,3.15,280%,,,,,12,,,,,,,,,,,6,,,6,,,,,,12,,,,,,,,,12,,,48,4,4,6,yes,19,2,29,-27,-132.42
M31,,Flûtes nature,02-Erstes Abteil,Chips & Snacks,Flûtes nature,Biopartner,Flufa,,Pack 125g,,der Schweiz,CH-Bio,227048,Biopartner 227048,Mwst. reduzierter Satz,3.50,,3.85,3.95,3.95,5.80,-1.85,15/05/2020,19.6.2173,M31 Flûtes nature,visible,quartier-produkt-154,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-154.png,Flûtes nature wird von Flufa produziert und von Biopartner geliefert. Es kommt aus der Schweiz und trägt CH-Bio Zertifizierung,3.30,0.65,120%,,,,,16,,,,,,,,,,,,16,,,,,,,,,,,,,16,,,,,,,48,13,13,6,yes,19,10,29,-19,-74.98
M32,,Cracker Sesam-Rosmarin,02-Erstes Abteil,Chips & Snacks,Cracker Sesam-Rosmarin,Biopartner,Ecor,,Pack 250g,,Italien,EU-Bio,ƒ,Biopartner ƒ,Mwst. reduzierter Satz,2.50,,2.75,2.82,2.82,3.70,-0.88,31/08/2020,19.6.2174,M32 Cracker Sesam-Rosmarin,visible,quartier-produkt-155,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-155.png,Cracker Sesam-Rosmarin wird von Ecor produziert und von Biopartner geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,,,,,,,,12,,,,,,,,,,,,,12,,,,,,,,,,,,12,,,12,,,,48,1,13,4,yes,15,8,33,-25,-70.47
M40,,Kichererbsen-Chips Rosmarin,02-Erstes Abteil,Chips & Snacks,Kichererbsen-Chips Rosmarin,Biopartner,De Rit,www.derit.de/,75g,,Holland,EU-Bio,370013,Biopartner 370013,Mwst. reduzierter Satz,2.45,,2.70,2.76,2.76,2.85,-0.09,6.4.2020,19.6.2175,M40 Kichererbsen-Chips Rosmarin,visible,quartier-produkt-156,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-156.png,Kichererbsen-Chips Rosmarin wird von De Rit produziert und von Biopartner geliefert. Es kommt aus Holland und trägt EU-Bio Zertifizierung,3.75,-0.99,74%,,,,,7,,,,,16,,,,,,,16,,,,,,,,16,,,,,,,,,8,8,,71,8,8,6,yes,27,6,44,-38,-104.97
M41,,Kichererbsen-Chips Paprika,02-Erstes Abteil,Chips & Snacks,Kichererbsen-Chips Paprika,Biopartner,De Rit,www.derit.de/,75g,,Holland,EU-Bio,370012,Biopartner 370012,Mwst. reduzierter Satz,2.45,,2.70,2.76,2.76,2.85,-0.09,8.6.2020,19.6.2176,M41 Kichererbsen-Chips Paprika,visible,quartier-produkt-157,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-157.png,Kichererbsen-Chips Paprika wird von De Rit produziert und von Biopartner geliefert. Es kommt aus Holland und trägt EU-Bio Zertifizierung,3.75,-0.99,74%,,,,,10,,,,,16,,,,,,,16,,,,,16,,,16,,,,,,,,,8,8,,90,6,6,6,yes,45,10,45,-35,-96.68
M42,,Alpenkräuter Chips,02-Erstes Abteil,Chips & Snacks,Bio Kartoffelchips Schweizer Alpenkräuter,Biopartner,Lisa's Chips,www.lisaschips.de/,110g,,der Schweiz,EU-Bio,BA_30030,Biopartner BA_30030,Mwst. reduzierter Satz,2.50,,2.75,2.82,2.82,2.90,-0.08,16/06/2020,19.6.2177,M42 Alpenkräuter Chips,visible,quartier-produkt-158,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-158.png,Alpenkräuter Chips wird von Lisa's Chips produziert und von Biopartner geliefert. Es kommt aus der Schweiz und trägt EU-Bio Zertifizierung,2.85,-0.03,99%,4.35,-1.53,65%,,10,,,,,,,,6,,,,24,,,,,,,,12,,12,,,,,,,,,,64,20,20,6,yes,29,6,35,-29,-81.74
N10,,Haselnüsse ganz,03-Zweites Abteil,Trockenfrüchte/Nüsse,Haselnüsse ganz,Mahler & Co,Mahler & Co,www.mahlerundco.ch/,Beutel 200g,,Türkei,Knospe,MM_0402,Mahler & Co MM_0402,Mwst. reduzierter Satz,3.71,,4.08,4.18,4.18,4.30,-0.12,30/03/2020,19.6.2178,N10 Haselnüsse ganz,visible,quartier-produkt-159,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-159.png,Haselnüsse ganz wird von Mahler & Co produziert und von Mahler & Co geliefert. Es kommt aus Türkei und trägt Knospe Zertifizierung,3.95,0.23,106%,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,20,2,2,4,yes,6,4,14,-10,-41.83
N11,,Mandeln braun,03-Zweites Abteil,Trockenfrüchte/Nüsse,Mandeln braun,Mahler & Co,Mahler & Co,www.mahlerundco.ch/,Beutel 200g,,Spanien,"Knospe, Fairtrade, Klimafreundlich",MM_0401,Mahler & Co MM_0401,Mwst. reduzierter Satz,4.67,,5.14,5.27,5.27,5.40,-0.13,31/07/2020,19.6.2179,N11 Mandeln braun,visible,quartier-produkt-160,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-160.png,"Mandeln braun wird von Mahler & Co produziert und von Mahler & Co geliefert. Es kommt aus Spanien und trägt Knospe, Fairtrade, Klimafreundlich Zertifizierung",4.60,0.67,114%,7.50,-2.23,70%,,10,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,20,3,3,4,yes,6,4,14,-10,-52.65
N12,,Aprikosen Malatya ganz,03-Zweites Abteil,Trockenfrüchte/Nüsse,Aprikosen Malatya ganz,Mahler & Co,Mahler & Co,www.mahlerundco.ch/,Beutel 200g,,Türkei,"Knospe, Klimafreundlich",MM_0428,Mahler & Co MM_0428,Mwst. reduzierter Satz,3.02,,3.32,3.41,3.41,3.30,0.11,31/07/2020,19.6.2180,N12 Aprikosen Malatya ganz,visible,quartier-produkt-161,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-161.png,"Aprikosen Malatya ganz wird von Mahler & Co produziert und von Mahler & Co geliefert. Es kommt aus Türkei und trägt Knospe, Klimafreundlich Zertifizierung",4.95,-1.54,69%,,,,,10,,,,,,,,,,,,,10,,,,,,,,,,,,10,,,,,,,30,-1,-1,4,yes,14,5,16,-11,-37.46
N13,,Sultaninen,03-Zweites Abteil,Trockenfrüchte/Nüsse,Sultaninen,Biopartner,Biofarm,,Beutel 750g,,Türkei,Knospe,377357,Biopartner 377357,Mwst. reduzierter Satz,6.93,,7.62,7.81,7.81,2.45,5.36,31/07/2020,19.6.2181,N13 Sultaninen,visible,quartier-produkt-162,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-162.png,Sultaninen wird von Biofarm produziert und von Biopartner geliefert. Es kommt aus Türkei und trägt Knospe Zertifizierung,1.85,5.96,422%,3.60,4.21,217%,,10,,,,,,,,,,,,12,,,,,,,,,,,,6,,,,,,6,,34,0,0,4,yes,19,3,15,-12,-93.76
N14,,Apfelringe geschält,03-Zweites Abteil,Trockenfrüchte/Nüsse,Apfelringe geschält,Biopartner,Biofarm,www.biofarm.ch/,Beutel 60g,,Italien,EU-Bio,383936,Biopartner 383936,Mwst. reduzierter Satz,4.83,,5.31,5.45,5.45,5.75,-0.30,31/07/2020,19.6.2182,N14 Apfelringe geschält,visible,quartier-produkt-163,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-163.png,Apfelringe geschält wird von Biofarm produziert und von Biopartner geliefert. Es kommt aus Italien und trägt EU-Bio Zertifizierung,6.60,-1.15,83%,,,,,10,,,,,,,,,,,,8,,,16,,,,,,,,,,,,,,,,,34,12,12,6,yes,17,17,17,0,0.00
N15,,Mandeln gemahlen,03-Zweites Abteil,Trockenfrüchte/Nüsse,Mandeln gemahlen,Mahler & Co,Mahler & Co,www.mahlerundco.ch/,Beutel 750g,,Spanien,"Knospe, Fairtrade, Klimafreundlich",MM_0411,Mahler & Co MM_0411,Mwst. reduzierter Satz,3.95,,4.35,4.45,4.45,4.60,-0.15,31/07/2020,19.6.2183,N15 Mandeln gemahlen,visible,quartier-produkt-164,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-164.png,"Mandeln gemahlen wird von Mahler & Co produziert und von Mahler & Co geliefert. Es kommt aus Spanien und trägt Knospe, Fairtrade, Klimafreundlich Zertifizierung",3.55,0.90,125%,,,,,10,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,15,5,5,4,yes,6,2,9,-7,-31.18
N16,L,Haselnüsse gemahlen,03-Zweites Abteil,Trockenfrüchte/Nüsse,Haselnüsse gemahlen,Biopartner,Pico Bio (ZH),,Beutel 500g,,Aserbaidschan,CH-Bio,87114,Biopartner 87114,Mwst. reduzierter Satz,9.80,,10.78,11.05,11.05,11.35,-0.30,30/09/2020,19.6.2184,N16 Haselnüsse gemahlen,visible,quartier-produkt-165,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-165.png,Haselnüsse gemahlen wird von Pico Bio (ZH) produziert und von Biopartner geliefert. Es kommt aus Aserbaidschan und trägt CH-Bio Zertifizierung,10.50,0.55,105%,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,4,4,yes,2,6,8,-2,-22.10
N17,,Cashewkerne,03-Zweites Abteil,Trockenfrüchte/Nüsse,Cashewkerne,Mahler & Co,Mahler & Co,www.mahlerundco.ch/,180g,,,CH-Bio,MM_0403,Mahler & Co MM_0403,Mwst. reduzierter Satz,5.06,,5.57,5.71,5.71,5.59,0.12,,19.6.2185,N17 Cashewkerne,visible,quartier-produkt-166,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-166.png,Cashewkerne wird von Mahler & Co produziert und von Mahler & Co geliefert. Es kommt aus  und trägt CH-Bio Zertifizierung,,5.71,#DIV/0!,,,,,,,,,,8,,,,,,,,10,,,,,,,,,,,,15,,,,,,,33,-2,-2,4,yes,12,6,21,-15,-85.58
N18,,Getrocknete Pflaumen,03-Zweites Abteil,Trockenfrüchte/Nüsse,Bio Pflaumen getrocknet ohne Stein 200g,Mahler & Co,Mahler & Co,www.mahlerundco.ch/,200g,,Schweiz,CH-Bio,MM_0449,Mahler & Co MM_0449,Mwst. reduzierter Satz,3.71,,4.08,4.18,4.18,5.59,-1.41,,19.6.2186,N18 Getrocknete Pflaumen,visible,quartier-produkt-167,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-167.png,Getrocknete Pflaumen wird von Mahler & Co produziert und von Mahler & Co geliefert. Es kommt aus Schweiz und trägt CH-Bio Zertifizierung,,4.18,#DIV/0!,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,10,,,,,,,20,2,2,4,yes,5,5,15,-10,-41.83
N19,,Dörrbirnen,03-Zweites Abteil,Trockenfrüchte/Nüsse,Bio Dörrbirnen 200 g aus dem Freiamt,Mahler & Co,Mahler & Co,www.mahlerundco.ch/,200g,,Schweiz,CH-Bio,MM_0557,Mahler & Co MM_0557,Mwst. reduzierter Satz,5.06,,5.57,5.71,5.71,5.59,0.12,,19.6.2187,N19 Dörrbirnen,visible,quartier-produkt-168,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-168.png,Dörrbirnen wird von Mahler & Co produziert und von Mahler & Co geliefert. Es kommt aus Schweiz und trägt CH-Bio Zertifizierung,,5.71,#DIV/0!,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,5,,,,,,,15,3,3,4,yes,5,5,10,-5,-28.53
N20,,Haferflocken fein,03-Zweites Abteil,Frühstückscerealien,Haferflocken fein,Biopartner,Biofarm,www.biofarm.ch/,Pack 500g,,der Schweiz,Knospe,383968,Biopartner 383968,Mwst. reduzierter Satz,2.99,,3.29,3.37,3.37,3.50,-0.13,30/10/2020,19.6.2188,N20 Haferflocken fein,visible,quartier-produkt-169,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-169.png,Haferflocken fein wird von Biofarm produziert und von Biopartner geliefert. Es kommt aus der Schweiz und trägt Knospe Zertifizierung,1.30,2.07,259%,4.40,-1.03,77%,,12,,,,,,,12,,,,,12,,12,,,,12,,,,,,,12,,,,6,6,,84,8,8,12,yes,45,13,39,-26,-87.65
N21,,Huusmüesli ,03-Zweites Abteil,Frühstückscerealien,Huusmüesli ,Biopartner,Biofarm ,www.biofarm.ch/,Pack 400g,,diversen Ländern,Knospe,383962,Biopartner 383962,Mwst. reduzierter Satz,4.22,,4.64,4.76,4.76,4.90,-0.14,18/10/2020,19.6.2189,N21 Huusmüesli ,visible,quartier-produkt-170,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-170.png,Huusmüesli  wird von Biofarm  produziert und von Biopartner geliefert. Es kommt aus diversen Ländern und trägt Knospe Zertifizierung,,,,6.20,-1.44,77%,,12,,,,,12,,,,,,,,18,,,,,,,,,,,,12,,,,,,,54,11,11,6,yes,33,9,21,-12,-57.10
N22,,Knuspermüsli Classic ,03-Zweites Abteil,Frühstückscerealien,Knuspermüsli Classic ,Biopartner,Biofarm ,www.biofarm.ch/,Pack 500g,,diversen Ländern,Knospe,383964,Biopartner 383964,Mwst. reduzierter Satz,5.37,,5.91,6.05,6.05,6.25,-0.20,15/11/2020,19.6.2190,N22 Knuspermüsli Classic ,visible,quartier-produkt-171,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-171.png,Knuspermüsli Classic  wird von Biofarm  produziert und von Biopartner geliefert. Es kommt aus diversen Ländern und trägt Knospe Zertifizierung,,,,7.90,-1.85,77%,,12,,,,,12,,,,,,,18,,,,,,,,,,,,,,,,,6,6,,54,3,3,12,yes,43,19,11,8,48.44
N23,,Knuspermüsli Choco,03-Zweites Abteil,Frühstückscerealien,Knuspermüsli Choco&Amaranth,Biopartner,Biofarm ,www.biofarm.ch/,Pack 500g,,diversen Ländern,Knospe,377298,Biopartner 377298,Mwst. reduzierter Satz,6.05,,6.66,6.82,6.82,7.00,-0.18,13/12/2020,19.6.2191,N23 Knuspermüsli Choco,visible,quartier-produkt-172,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-172.png,Knuspermüsli Choco wird von Biofarm  produziert und von Biopartner geliefert. Es kommt aus diversen Ländern und trägt Knospe Zertifizierung,,,,8.90,-2.08,77%,,12,,,,,,,,,,,,12,,,,,,,,6,,,,,12,,12,,,,,54,18,18,6,yes,17,6,37,-31,-211.46
N24,,Datteln ,03-Zweites Abteil,Trockenfrüchte/Nüsse,Bio Datteln entsteint Deglet Nour,Mahler & Co,Mahler & Co,www.mahlerundco.ch/,200g,,Schweiz,CH-Bio,MM_0442,Mahler & Co MM_0442,Mwst. reduzierter Satz,3.58,,3.94,4.04,4.04,5.59,-1.55,,19.6.2192,N24 Datteln ,visible,quartier-produkt-173,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-173.png,Datteln  wird von Mahler & Co produziert und von Mahler & Co geliefert. Es kommt aus Schweiz und trägt CH-Bio Zertifizierung,,4.04,#DIV/0!,,,,,,,,,,,,,,,,,,10,,,,,,,6,,,,,5,,,,,,,21,4,4,4,yes,8,2,13,-11,-44.40
N25,,Papaya Streifen,03-Zweites Abteil,Trockenfrüchte/Nüsse,Bio Papaya Streifen,Mahler & Co,Mahler & Co,www.mahlerundco.ch/,110g,,Ghana,Bio inspecta,MM_0427,Mahler & Co MM_0427,Mwst. reduzierter Satz,5.79,,6.37,6.53,6.53,5.59,0.94,,19.6.2193,N25 Papaya Streifen,visible,quartier-produkt-174,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-174.png,Papaya Streifen wird von Mahler & Co produziert und von Mahler & Co geliefert. Es kommt aus Ghana und trägt Bio inspecta Zertifizierung,,6.53,#DIV/0!,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,10,4,4,4,yes,5,5,5,0,0.00
N26,,Baumnusskerne,03-Zweites Abteil,Trockenfrüchte/Nüsse,Bio Baumnusskerne halbe,Mahler & Co,Mahler & Co,www.mahlerundco.ch/,150g,,Schweiz,CH-Bio,MM_0406,Mahler & Co MM_0406,Mwst. reduzierter Satz,4.15,,4.57,4.68,4.68,5.59,-0.91,,19.6.2194,N26 Baumnusskerne,visible,quartier-produkt-175,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-175.png,Baumnusskerne wird von Mahler & Co produziert und von Mahler & Co geliefert. Es kommt aus Schweiz und trägt CH-Bio Zertifizierung,,4.68,#DIV/0!,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,10,,,,,,,20,1,1,4,yes,3,7,17,-10,-46.79
N27,,Pekannüsse,03-Zweites Abteil,Trockenfrüchte/Nüsse,Bio Pekannüsse wild 120g,Mahler & Co,Mahler & Co,www.mahlerundco.ch/,120g,,Schweiz,CH-Bio,MM_0556,Mahler & Co MM_0556,Mwst. reduzierter Satz,5.70,,6.27,6.43,6.43,5.59,0.84,,19.6.2195,N27 Pekannüsse,visible,quartier-produkt-176,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-176.png,Pekannüsse wird von Mahler & Co produziert und von Mahler & Co geliefert. Es kommt aus Schweiz und trägt CH-Bio Zertifizierung,,6.43,#DIV/0!,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,10,4,4,4,yes,2,8,8,0,0.00
N28,,Cerealien Zimt Gedöns,03-Zweites Abteil,Frühstückscerealien,Cerealien Zimt Gedöns,Biopartner,Rebelicious,https://be-rebelicious.de/,275g,,Österreich,EU-Bio,227832,Biopartner 227832,Mwst. reduzierter Satz,3.40,,3.74,3.83,3.83,5.59,-1.76,,19.6.2196,N28 Cerealien Zimt Gedöns,visible,quartier-produkt-177,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-177.png,Cerealien Zimt Gedöns wird von Rebelicious produziert und von Biopartner geliefert. Es kommt aus Österreich und trägt EU-Bio Zertifizierung,,3.83,#DIV/0!,,,,,,,,,,,,,,,,,,,,7,,,7,,7,,,,,,7,,,,,,28,10,10,4,yes,10,4,18,-14,-53.67
N30,,Kaffee Irlanda Créma Bohnen,03-Zweites Abteil,Kaffee/Kaffeealternativen,Kaffee Irlanda Créma Bohnen,Henauer,Henauer (ZH),www.henauer-kaffee.ch/,Beutel 1kg,Finca Irlanda in Mexiko,Mexiko,Demeter,,Henauer ,Mwst. reduzierter Satz,20.90,,22.99,23.56,23.56,24.20,-0.64,31/10/2020,19.6.2197,N30 Kaffee Irlanda Créma Bohnen,visible,quartier-produkt-178,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-178.png,Kaffee Irlanda Créma Bohnen wird von Henauer (ZH) produziert und von Henauer geliefert. Es kommt aus Mexiko und trägt Demeter Zertifizierung,15.90,7.66,148%,32.95,-9.39,72%,,10,,,,,,,,10,,,,,,,,,,,,,,,5,,,,,,,,,25,15,15,6,yes,10,9,15,-6,-141.39
N31,,Kaffee Irlanda Espresso Bohnen,03-Zweites Abteil,Kaffee/Kaffeealternativen,Kaffee Irlanda Espresso Bohn,Henauer,Henauer (ZH),www.henauer-kaffee.ch/,Beutel 1kg,Finca Irlanda in Mexiko,Mexiko,Demeter,,Henauer ,Mwst. reduzierter Satz,20.90,,22.99,23.56,23.56,24.20,-0.64,30/10/2020,19.6.2198,N31 Kaffee Irlanda Espresso Bohnen,visible,quartier-produkt-179,https://webshop.quartier-depot.ch/wp-content/uploads/quartier-produkt-179.png,Kaffee Irlanda Espresso Bohnen wird von Henauer (ZH) produziert und von Henauer geliefert. Es kommt aus Mexiko und trägt Demeter Zertifizierung,,,,32.95,-9.39,72%,,12,,,,,,,,10,,,,,,,,,,,,,,,10,,,,,,,,,32,23,23,6,yes,16,5,16,-11,-259.21
